flag,current,run,epoch,loss,accuracy,precision,recall,f1,auc,epoch_duration,run_duration,lr,batch_size,shuffle,device,num_workers
feature_all,Test,2,5,1.220644,0.739544,0.705557,0.842962,0.766589,0.73423,1.749,46.638196,0.01,50,False,cuda,1
feature_all,Train,3,1,0.693418,0.558728,0.56269,0.542696,0.540848,0.568044,1.948958,1.948958,0.001,50,False,cuda,1
feature_all,Train,3,2,0.647664,0.656607,0.654533,0.675638,0.656414,0.665079,1.869003,3.977875,0.001,50,False,cuda,1
feature_all,Train,3,3,0.617656,0.679445,0.673514,0.698037,0.677146,0.687148,1.859038,5.956848,0.001,50,False,cuda,1
feature_all,Train,3,4,0.590363,0.707178,0.708019,0.724934,0.707755,0.716875,1.869004,7.945758,0.001,50,False,cuda,1
feature_all,Test,3,1,0.692746,0.619772,0.627899,0.635856,0.62973,0.615765,1.719083,9.784775,0.001,50,False,cuda,1
feature_all,Train,3,5,0.573535,0.720228,0.710494,0.736401,0.716667,0.723808,1.869003,11.653778,0.001,50,False,cuda,1
feature_all,Train,3,6,0.552346,0.735726,0.73295,0.748804,0.731521,0.739775,1.858974,13.632722,0.001,50,False,cuda,1
feature_all,Train,3,7,0.527273,0.752039,0.743158,0.76139,0.745318,0.753,1.848976,15.601671,0.001,50,False,cuda,1
feature_all,Train,3,8,0.501545,0.773246,0.756923,0.803424,0.773879,0.776718,1.849055,17.580689,0.001,50,False,cuda,1
feature_all,Test,3,2,0.71151,0.629278,0.644687,0.63961,0.640875,0.631917,1.709123,19.409672,0.001,50,False,cuda,1
feature_all,Train,3,9,0.475497,0.805057,0.793275,0.818194,0.800572,0.80904,1.888958,21.29863,0.001,50,False,cuda,1
feature_all,Train,3,10,0.430829,0.825449,0.811268,0.836846,0.819738,0.826344,1.849048,23.277608,0.001,50,False,cuda,1
feature_all,Train,3,11,0.374941,0.848287,0.823487,0.874656,0.845554,0.849787,1.848979,25.256518,0.001,50,False,cuda,1
feature_all,Train,3,12,0.346763,0.858075,0.840904,0.871269,0.854282,0.857521,1.838949,27.225466,0.001,50,False,cuda,1
feature_all,Test,3,3,0.779799,0.697719,0.694681,0.756938,0.723061,0.694835,1.769018,29.124482,0.001,50,False,cuda,1
feature_all,Train,3,13,0.297285,0.879282,0.865398,0.893491,0.876834,0.880359,1.848985,30.973467,0.001,50,False,cuda,1
feature_all,Train,3,14,0.254952,0.908646,0.893622,0.918056,0.904495,0.909114,1.859009,32.962405,0.001,50,False,cuda,1
feature_all,Train,3,15,0.206098,0.915987,0.906773,0.928242,0.914727,0.91963,1.888958,34.971332,0.001,50,False,cuda,1
feature_all,Train,3,16,0.185528,0.9323,0.926705,0.932752,0.928152,0.930671,1.849015,36.940282,0.001,50,False,cuda,1
feature_all,Test,3,4,1.030917,0.720532,0.711524,0.774707,0.740812,0.713936,1.69906,38.769305,0.001,50,False,cuda,1
feature_all,Train,3,17,0.252795,0.887439,0.877996,0.90246,0.88674,0.888948,1.849013,40.628313,0.001,50,False,cuda,1
feature_all,Train,3,18,0.177121,0.935563,0.918252,0.950683,0.932468,0.938002,1.928972,42.677219,0.001,50,False,cuda,1
feature_all,Train,3,19,0.143743,0.946166,0.938763,0.945854,0.941282,0.945189,1.868972,44.666158,0.001,50,False,cuda,1
feature_all,Train,3,20,0.144854,0.944535,0.935961,0.953371,0.943894,0.942878,1.869004,46.655096,0.001,50,False,cuda,1
feature_all,Test,3,5,0.980114,0.735741,0.732011,0.786501,0.756234,0.732602,1.749068,48.524099,0.001,50,False,cuda,1
feature_all,Train,4,1,0.733303,0.538336,0.527721,0.695871,0.583806,0.542564,1.819031,1.829023,0.001,100,False,cuda,1
feature_all,Train,4,2,0.673303,0.632137,0.651038,0.60641,0.624478,0.646143,1.759027,3.747998,0.001,100,False,cuda,1
feature_all,Train,4,3,0.639161,0.670473,0.669812,0.695906,0.679168,0.681761,1.749028,5.626995,0.001,100,False,cuda,1
feature_all,Train,4,4,0.60901,0.690865,0.69262,0.71066,0.697163,0.702965,1.779017,7.525982,0.001,100,False,cuda,1
feature_all,Test,4,1,0.723435,0.585551,0.602108,0.597827,0.595643,0.585835,1.719017,9.374996,0.001,50,False,cuda,1
feature_all,Train,4,5,0.593624,0.705546,0.711491,0.722299,0.712731,0.717535,1.75906,11.134056,0.001,100,False,cuda,1
feature_all,Train,4,6,0.576624,0.725938,0.726018,0.745718,0.728647,0.732231,1.798975,13.063027,0.001,100,False,cuda,1
feature_all,Train,4,7,0.551214,0.748777,0.741292,0.785839,0.759752,0.759643,1.769036,14.962013,0.001,100,False,cuda,1
feature_all,Train,4,8,0.527157,0.768352,0.760883,0.804776,0.780036,0.78078,1.759022,16.85103,0.001,100,False,cuda,1
feature_all,Test,4,2,0.719612,0.602662,0.619631,0.601161,0.605466,0.602245,1.729004,18.710012,0.001,50,False,cuda,1
feature_all,Train,4,9,0.509805,0.777325,0.776785,0.78906,0.780846,0.785693,1.79904,20.509053,0.001,100,False,cuda,1
feature_all,Train,4,10,0.489398,0.783034,0.776926,0.807134,0.788111,0.789333,1.749002,22.398045,0.001,100,False,cuda,1
feature_all,Train,4,11,0.451185,0.805057,0.796462,0.832196,0.811442,0.814355,1.759055,24.297058,0.001,100,False,cuda,1
feature_all,Train,4,12,0.426663,0.824633,0.812443,0.858861,0.831544,0.834371,1.758996,26.186022,0.001,100,False,cuda,1
feature_all,Test,4,3,0.757695,0.657795,0.677106,0.642093,0.655729,0.652149,1.709018,28.025041,0.001,50,False,cuda,1
feature_all,Train,4,13,0.381509,0.843393,0.836121,0.867475,0.848636,0.851229,1.759062,29.784102,0.001,100,False,cuda,1
feature_all,Train,4,14,0.347288,0.862969,0.84809,0.88351,0.863513,0.866104,1.748998,31.6631,0.001,100,False,cuda,1
feature_all,Train,4,15,0.289561,0.882545,0.874161,0.896839,0.883398,0.887097,1.769029,33.57208,0.001,100,False,cuda,1
feature_all,Train,4,16,0.262681,0.892333,0.888532,0.902363,0.893159,0.89627,1.739033,35.441082,0.001,100,False,cuda,1
feature_all,Test,4,4,0.925677,0.720532,0.7241,0.736734,0.729202,0.713753,1.719082,37.300155,0.001,50,False,cuda,1
feature_all,Train,4,17,0.253152,0.89478,0.885492,0.906601,0.895327,0.897941,1.74907,39.049226,0.001,100,False,cuda,1
feature_all,Train,4,18,0.287572,0.877651,0.869052,0.884124,0.875354,0.8791,1.758992,40.948143,0.001,100,False,cuda,1
feature_all,Train,4,19,0.301487,0.865416,0.865544,0.880445,0.870559,0.873756,1.739038,42.817146,0.001,100,False,cuda,1
feature_all,Train,4,20,0.235551,0.902121,0.902698,0.905584,0.902573,0.906718,1.749,44.706137,0.001,100,False,cuda,1
feature_all,Test,4,5,0.733793,0.735741,0.735496,0.766935,0.748809,0.732604,1.709024,46.545156,0.001,50,False,cuda,1
