current,run,epoch,loss,accuracy,precision,recall,f1,auc,epoch_duration,run_duration,lr,batch_size,shuffle,device,num_workers
Train,1,1,0.7515011224622244,0.5277324632952691,0.5092520361905478,0.46441983661473485,0.4800142562843453,0.5291369890266422,1.6312379837036133,1.6312379837036133,0.01,50,False,cuda,1
Train,1,2,0.7153072763617238,0.5734094616639478,0.5634960626795441,0.6398916654752356,0.5933972784797795,0.5755758168020846,0.6968486309051514,2.555386543273926,0.01,50,False,cuda,1
Train,1,3,0.7021357170131428,0.5807504078303426,0.5843037334567203,0.5944273695608956,0.5844386519855322,0.5859851498914931,0.8454928398132324,3.6103286743164062,0.01,50,False,cuda,1
Train,1,4,0.6437490805132743,0.6468189233278956,0.6569856324266126,0.6553974458292653,0.6458427578005179,0.6545276869319026,0.6835877895355225,4.495222806930542,0.01,50,False,cuda,1
Train,1,5,0.589463678697583,0.7079934747145188,0.6984926010854047,0.7528210121244121,0.7194426939581892,0.714392608428716,0.7180476188659668,5.411719799041748,0.01,50,False,cuda,1
Test,1,1,0.7469157189017466,0.6254752851711026,0.6077264743959941,0.7112493713284227,0.6518165049508198,0.6221426786354549,0.6333634853363037,6.235437870025635,0.01,50,False,cuda,1
Train,1,6,0.5600225137847478,0.7292006525285482,0.7311989442761386,0.7344746586797164,0.7291716139711923,0.7324570485012566,0.7043418884277344,7.003085136413574,0.01,50,False,cuda,1
Train,1,7,0.5263067004050556,0.765089722675367,0.7520659875333812,0.8085268923605945,0.7719137688126874,0.7679421825308478,0.689948320388794,7.891965866088867,0.01,50,False,cuda,1
Train,1,8,0.44626388911516396,0.8205546492659054,0.8003208197772181,0.8635205758362519,0.8284525959041984,0.8252820016810689,0.6828994750976562,8.768577814102173,0.01,50,False,cuda,1
Train,1,9,0.39794896265908125,0.8360522022838499,0.8208058189271279,0.8663628533682597,0.8407119773727914,0.8379625038722532,0.6831228733062744,9.657353401184082,0.01,50,False,cuda,1
