current,run,epoch,loss,accuracy,precision,recall,f1,auc,epoch_duration,run_duration,lr,batch_size,shuffle,device,num_workers
Train,1,1,0.7620031108280574,0.5008156606851549,0.5082698688786035,0.4747985525999713,0.4800777396877565,0.5016057398579583,0.8395752906799316,0.8495697975158691,0.01,50,False,cuda,1
Train,1,2,0.7271700591869883,0.5228384991843393,0.529089528989529,0.5966362958477726,0.5531950251659279,0.5264214863670165,0.7096118927001953,1.756582260131836,0.01,50,False,cuda,1
Train,1,3,0.7015361385283229,0.5799347471451876,0.5839125807133293,0.6077167263068034,0.5877395151453378,0.5812854017329538,0.6876723766326904,2.6664514541625977,0.01,50,False,cuda,1
Train,1,4,0.6661151740912706,0.6215334420880914,0.6324661889343054,0.6361174673248766,0.6280315108011056,0.6265504458354195,0.7198173999786377,3.578913450241089,0.01,50,False,cuda,1
Train,1,5,0.6340742694612039,0.664763458401305,0.6691860661632775,0.6948341280640339,0.6770161885663338,0.669715658000325,0.6869595050811768,4.456476926803589,0.01,50,False,cuda,1
Test,1,1,0.730956852889333,0.5817490494296578,0.5508394207872386,0.6551174414810778,0.5964257977048532,0.579020671083418,0.5649764537811279,5.219897270202637,0.01,50,False,cuda,1
Train,1,6,0.6220770261416039,0.6761827079934747,0.6686886266886823,0.7399477411359254,0.6952855036053901,0.6837236770282167,0.719649076461792,6.002763271331787,0.01,50,False,cuda,1
Train,1,7,0.5632366055279339,0.733278955954323,0.735228295756133,0.7452247214810628,0.7344169950405346,0.7398355590004939,0.6937451362609863,6.890401124954224,0.01,50,False,cuda,1
Train,1,8,0.5297792525460631,0.765089722675367,0.7562638014523009,0.7991356138606456,0.7726493303291503,0.7719205630200788,1.0176851749420166,8.112937688827515,0.01,50,False,cuda,1
Train,1,9,0.4792735685532089,0.7895595432300163,0.7818349825589973,0.8192070002822479,0.7956538914038813,0.7955384339980955,0.711421012878418,9.034206628799438,0.01,50,False,cuda,1
Train,1,10,0.4330223076786925,0.8278955954323002,0.8064314389026292,0.8744951993891956,0.8351155683186674,0.8330641254105297,0.6947274208068848,9.923415660858154,0.01,50,False,cuda,1
Test,1,2,0.75131752758425,0.6787072243346007,0.6619934454260473,0.713158533751419,0.6834916959372317,0.6821357231189247,0.5688273906707764,10.68311095237732,0.01,50,False,cuda,1
Train,2,1,0.8089498536232829,0.4828711256117455,0.5006876997825876,0.5271667891102707,0.5046834644826758,0.48372568765852814,0.6157104969024658,0.6187033653259277,0.01,100,False,cuda,1
Train,2,2,0.7393479152760343,0.5367047308319739,0.5540345881213624,0.5590767425785101,0.552563181838934,0.5438607317446668,0.5921878814697266,1.4065842628479004,0.01,100,False,cuda,1
Train,2,3,0.6974661768357866,0.6199021207177814,0.6315381193434438,0.6414730899431537,0.6328878046186742,0.6246592350617526,0.6506812572479248,2.256582736968994,0.01,100,False,cuda,1
Train,2,4,0.6926495089616511,0.6541598694942904,0.6686088481750876,0.6647753425247556,0.6645580409738235,0.6618726746728076,0.7410118579864502,3.24507737159729,0.01,100,False,cuda,1
Train,2,5,0.7152944754620749,0.6264274061990212,0.6415010493506711,0.6275800660598171,0.6300874785947903,0.6303339333254976,0.5927610397338867,4.04559326171875,0.01,100,False,cuda,1
Test,2,1,0.6960925663832023,0.6311787072243346,0.6201710015939266,0.6419978104167826,0.6289900330242966,0.6365012714740975,0.5601439476013184,4.7956225872039795,0.01,50,False,cuda,1
Train,2,6,0.6594566789381267,0.6606851549755302,0.6585282957537716,0.6936771892183032,0.6728524367784983,0.6578129401494627,0.5906875133514404,5.45519232749939,0.01,100,False,cuda,1
Train,2,7,0.5831841421944087,0.7202283849918434,0.7354030072609252,0.7344507142173076,0.7319698860646972,0.7332151626029262,0.5970642566680908,6.245926380157471,0.01,100,False,cuda,1
Train,2,8,0.5542386341445015,0.7308319738988581,0.7577516369601931,0.7209025518121243,0.7362043758224799,0.7449866007908177,0.5960209369659424,7.040899038314819,0.01,100,False,cuda,1
Train,2,9,0.5070900085699694,0.7699836867862969,0.7712291831124738,0.802512703429444,0.784219065146851,0.778816706756034,0.6052670478820801,7.844110488891602,0.01,100,False,cuda,1
Train,2,10,0.4896207671569961,0.768352365415987,0.7788315439875646,0.7712979660012889,0.7732319351198644,0.7741487399218767,0.6510725021362305,8.704948902130127,0.01,100,False,cuda,1
Test,2,2,0.8090544279537274,0.6806083650190115,0.6593046824100651,0.714503710313987,0.6821932454070186,0.6823559843940278,0.5468406677246094,9.454512357711792,0.01,50,False,cuda,1
Train,3,1,0.6856031533555533,0.5807504078303426,0.6002546475861268,0.5303485946702814,0.5557395102711618,0.585522880121616,0.7008919715881348,0.7258591651916504,0.001,50,False,cuda,1
Train,3,2,0.607997818347097,0.6802610114192496,0.6745066104320324,0.7296175935912618,0.6962215046699076,0.6861980781140484,0.6993293762207031,1.6150579452514648,0.001,50,False,cuda,1
Train,3,3,0.5051667286997713,0.7504078303425775,0.7371503926222503,0.798682207001001,0.7623372244043641,0.7577872071964566,0.6898889541625977,2.504744291305542,0.001,50,False,cuda,1
Train,3,4,0.38468943328443206,0.8393148450244698,0.8256853818761613,0.8685340617834229,0.844239494137328,0.8432118742578695,0.7130169868469238,3.4076149463653564,0.001,50,False,cuda,1
Train,3,5,0.29387315294627847,0.8923327895595432,0.8870676116669732,0.9048454820852715,0.8939685483539873,0.8958546520914241,0.6796610355377197,4.277148962020874,0.001,50,False,cuda,1
Test,3,1,0.6353310447455359,0.7927756653992395,0.7554182204652423,0.8404436757796442,0.7927082404533884,0.7906117536577024,0.5889286994934082,5.055945158004761,0.001,50,False,cuda,1
Train,3,6,0.2649831462523871,0.8988580750407831,0.8950912607197228,0.9094644734936941,0.8998899684036431,0.9020807875984447,0.7220115661621094,5.854074239730835,0.001,50,False,cuda,1
Train,3,7,0.2711966876882519,0.8939641109298532,0.8823204091593895,0.9141290277414231,0.8949493376097348,0.8967713688641843,0.7683076858520508,6.8421196937561035,0.001,50,False,cuda,1
Train,3,8,0.18436789845358004,0.9347471451876019,0.9193196822086023,0.9534733752116061,0.9346680458909347,0.9373668122885286,0.7610704898834229,7.806872606277466,0.001,50,False,cuda,1
Train,3,9,0.15022856757640352,0.9518760195758564,0.948033658829693,0.9579133120807785,0.9519266568895559,0.9538747716787966,0.7589719295501709,8.775223731994629,0.001,50,False,cuda,1
Train,3,10,0.15898649520005234,0.9453507340946167,0.9379455435008657,0.9555963798229253,0.9455504541492681,0.947364083968747,0.7912523746490479,9.782106637954712,0.001,50,False,cuda,1
Test,3,2,0.991592649724547,0.6901140684410646,0.66795056259875,0.7250663302441959,0.69189616524857,0.6921931044361874,0.6143584251403809,10.593937397003174,0.001,50,False,cuda,1
Train,4,1,0.7229695944373798,0.5587275693311582,0.5847973533021696,0.48107043766346336,0.5116742705662397,0.5619145360391624,0.7521216869354248,0.7571063041687012,0.001,100,False,cuda,1
Train,4,2,0.6332924641170471,0.6655791190864601,0.6745855588182372,0.7326187776040489,0.6969217265269134,0.6809833115832313,0.6443002223968506,1.616786003112793,0.001,100,False,cuda,1
Train,4,3,0.5523805663013925,0.733278955954323,0.7345708015756803,0.7846282390473134,0.7553517912502342,0.7474638495914241,0.6203391551971436,2.446662187576294,0.001,100,False,cuda,1
Train,4,4,0.4694828821337048,0.7871125611745514,0.7839362765236757,0.8258791961542868,0.8025167950651123,0.7989753824202969,0.6034162044525146,3.253507375717163,0.001,100,False,cuda,1
Train,4,5,0.394211550885857,0.8376835236541599,0.8307416298715833,0.874713689114353,0.8502943372776337,0.8476132408407684,0.7061128616333008,4.17198634147644,0.001,100,False,cuda,1
Test,4,1,0.771853203102663,0.6977186311787072,0.6818145783363174,0.7186440115293871,0.6963852549013607,0.7011560446763015,0.5651998519897461,4.9390552043914795,0.001,50,False,cuda,1
Train,4,6,0.32854846528264864,0.8809135399673735,0.8800805853989436,0.8983946744516464,0.8879287474211266,0.8877526972630422,0.6092879772186279,5.62060284614563,0.001,100,False,cuda,1
Train,4,7,0.28432602637111654,0.8972267536704731,0.8879933152845391,0.9233492852634643,0.9044988765592159,0.9035763491710884,0.6144163608551025,6.433300018310547,0.001,100,False,cuda,1
Train,4,8,0.3968467234009436,0.8466557911908646,0.8441275842061261,0.8776384487431403,0.8581519394592244,0.855089588641072,0.604449987411499,7.228175640106201,0.001,100,False,cuda,1
Train,4,9,0.34686945208620285,0.8629690048939641,0.8756092348378106,0.8613310101647134,0.866968082571958,0.8719545846065425,0.6183795928955078,8.04799771308899,0.001,100,False,cuda,1
Train,4,10,0.31231932925458444,0.8760195758564437,0.8653030377803825,0.91547317426346,0.8872819249036966,0.8860478471639603,0.6223604679107666,8.86683440208435,0.001,100,False,cuda,1
Test,4,2,0.733262569618769,0.7243346007604563,0.6917636501841175,0.7816873216082701,0.7304976754650461,0.7265296378339857,0.5942449569702148,9.679503202438354,0.001,50,False,cuda,1
