current,run,epoch,loss,accuracy,precision,recall,f1,auc,epoch_duration,run_duration,lr,batch_size,shuffle,device,num_workers
Train,1,1,0.7644486417583696,0.49836867862969003,0.49053992607136865,0.5194788338209628,0.4960904046775375,0.49880591283995684,1.009467363357544,1.015451431274414,0.01,50,False,cuda,1
Train,1,2,0.7209176000140814,0.5473083197389886,0.5461555136584547,0.5418808531021425,0.5354991069050604,0.5458978621674583,0.737328052520752,2.046879529953003,0.01,50,False,cuda,1
Train,1,3,0.6908613550332398,0.5913539967373572,0.5765413577211538,0.636243240606359,0.5989366060307278,0.5929379874114903,0.7161633968353271,2.951676607131958,0.01,50,False,cuda,1
Train,1,4,0.6695958252443186,0.6305057096247961,0.6175033346903033,0.6538512113129805,0.6263718215074758,0.6337943805800605,0.7455832958221436,3.888819694519043,0.01,50,False,cuda,1
Train,1,5,0.6353904297165147,0.6753670473083198,0.673953845409448,0.6735456459693342,0.6606247552470501,0.6755107645353963,0.7883596420288086,4.904818773269653,0.01,50,False,cuda,1
Test,1,1,0.6858732225550445,0.6501901140684411,0.6440594512302977,0.7068793249105237,0.6690266974910967,0.28606308377530787,0.5894885063171387,5.700133562088013,,50,False,cuda,1
Train,1,6,0.5976504884769632,0.7112561174551386,0.6889870446141085,0.7538464171177814,0.7157272883894349,0.7145003768959056,0.7429826259613037,6.507943391799927,0.01,50,False,cuda,1
Train,1,7,0.528831990226058,0.7553017944535073,0.7320593209010188,0.7988457353629768,0.7597405911127337,0.7580006278132767,0.7022368907928467,7.404228687286377,0.01,50,False,cuda,1
Train,1,8,0.4816007008852033,0.7936378466557912,0.7796027022864471,0.8077575475887321,0.788579201625178,0.7975525841722046,0.713125467300415,8.316780090332031,0.01,50,False,cuda,1
Train,1,9,0.47410651676806503,0.7920065252854812,0.7732449704499444,0.8223642566107334,0.7933430105367302,0.7963404068294381,0.7151615619659424,9.222236394882202,0.01,50,False,cuda,1
Train,1,10,0.4329752687480282,0.8213703099510603,0.8047765237071809,0.835479266438487,0.8164471169528802,0.8220306706960226,0.8596279621124268,10.30113935470581,0.01,50,False,cuda,1
Test,1,2,0.664217464144239,0.6901140684410646,0.6685377978092922,0.7681036916577736,0.7084771095889748,0.30261812080938594,0.6022415161132812,11.094949722290039,,50,False,cuda,1
Train,2,1,0.820374936108488,0.4926590538336052,0.4603162507972104,0.466349889039569,0.4556326732519934,0.47990582610771815,0.6552491188049316,0.6582412719726562,0.01,100,False,cuda,1
Train,2,2,0.7641412256981381,0.5399673735725938,0.5376064620893122,0.48766379309702335,0.5072412563031559,0.5452787354340501,0.607407808303833,1.54337477684021,0.01,100,False,cuda,1
Train,2,3,0.7307743851162286,0.5456769983686787,0.5417427193484038,0.4941420392485505,0.5106602017574992,0.5472844282838673,0.6426410675048828,2.3804304599761963,0.01,100,False,cuda,1
Train,2,4,0.6928823608753149,0.6370309951060359,0.6199027122467903,0.6486237733579334,0.629201530349389,0.6358531007216873,0.6124451160430908,3.1844449043273926,0.01,100,False,cuda,1
Train,2,5,0.646859806085683,0.664763458401305,0.6470923035259548,0.7044091352025278,0.671943974877299,0.6678514294068821,0.6482968330383301,4.029326438903809,0.01,100,False,cuda,1
Test,2,1,0.6930131705994842,0.6311787072243346,0.6529537063726786,0.5976678641907418,0.6196438434598914,0.5354223157205441,0.5968866348266602,4.836327791213989,,50,False,cuda,1
Train,2,6,0.6146788135243862,0.6949429037520392,0.666248171197058,0.7552728668764861,0.7053761323429139,0.7010650559674461,0.6273229122161865,5.528033494949341,0.01,100,False,cuda,1
Train,2,7,0.5401097274526686,0.7471451876019576,0.7454046976781926,0.7427593263231598,0.7408462934159542,0.752149075155672,0.61100172996521,6.335816383361816,0.01,100,False,cuda,1
Train,2,8,0.4535636604804588,0.7928221859706363,0.7803560983565242,0.8316008477158794,0.8022887980072966,0.8036835144384644,0.6193721294403076,7.158643960952759,0.01,100,False,cuda,1
Train,2,9,0.36473332571555506,0.8450244698205547,0.8370092042724667,0.8738456893830637,0.8529475425174264,0.8542675952103592,0.6496350765228271,8.00278615951538,0.01,100,False,cuda,1
Train,2,10,0.29478649719698785,0.8817292006525286,0.8761051075844788,0.8897969131010272,0.8819889599155892,0.8847706338558262,0.6423110961914062,8.837076425552368,0.01,100,False,cuda,1
Test,2,2,0.676595079694864,0.7604562737642585,0.7577358591489026,0.7751226020096003,0.7636671785096809,0.6419729734957406,0.6198019981384277,9.676515340805054,,50,False,cuda,1
Train,3,1,0.7016212258603406,0.534257748776509,0.5301654424522422,0.522646162388891,0.5200415790813578,0.5331128542872239,0.8343126773834229,0.8373115062713623,0.001,50,False,cuda,1
Train,3,2,0.6384530133563192,0.6598694942903752,0.6480422414055138,0.6613074852628076,0.6500353448359653,0.6591549214658307,0.784670352935791,1.8523950576782227,0.001,50,False,cuda,1
Train,3,3,0.5592122880611295,0.734910277324633,0.7192809255157081,0.7693005485713132,0.738715392507634,0.7414225477567153,0.7838830947875977,2.8336997032165527,0.001,50,False,cuda,1
